hardware,embedding_index,gate_name,probability
vigo,1,RZ,1.000000
washington,0,RZ,1.000000
washington,0,SX,0.999331
washington,1,SX,0.999615
washington,1,RZ,1.000000
yorktown,0,SX,0.999406
yorktown,0,RZ,1.000000
yorktown,1,SX,0.995158
yorktown,1,RZ,1.000000
perfect_hardware,0,H,0.000000
